scenario,description,counterfactual_class,counterfactual_level,counterfactual,irrigation,additional_extension,sowing_window_shift,fertilizer,temperature,rainfall,ensemble_member,climate_anomalies,cereal_prodn_pctile,cereal_prodn_tercile
S7_RAIN_rn050_E27,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,27,midrange,0.73,High tercile
S7_RAIN_rn050_E28,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,28,"warm,dry",0.79,High tercile
S7_RAIN_rn050_E29,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,29,midrange,0.91,High tercile
S7_RAIN_rn050_E30,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,30,"cool,wet",0.42,Middle tercile
S7_RAIN_rn050_E31,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,31,"cool,dry",0.39,Middle tercile
S7_RAIN_rn050_E32,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,32,"cool,dry",0.97,High tercile
S7_RAIN_rn050_E33,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,33,"cool,dry",0.7,High tercile
S7_RAIN_rn050_E34,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,34,"cool,dry",0.64,Middle tercile
S7_RAIN_rn075_H,Historical,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,NA,NA,NA,NA
S7_RAIN_rn075_E01,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,1,"warm,wet",0.12,Low tercile
S7_RAIN_rn075_E02,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,2,midrange,0.15,Low tercile
S7_RAIN_rn075_E03,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,3,"warm,dry",0.24,Low tercile
S7_RAIN_rn075_E04,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,4,midrange,0.27,Low tercile
S7_RAIN_rn075_E05,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,5,"cool,wet",0.03,Low tercile
S7_RAIN_rn075_E06,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,6,midrange,0.67,Middle tercile
S7_RAIN_rn075_E07,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,7,"warm,wet",0.3,Low tercile
S7_RAIN_rn075_E08,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,8,midrange,0.09,Low tercile
S7_RAIN_rn075_E09,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,9,"warm,dry",1,High tercile
S7_RAIN_rn075_E10,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,10,"cool,wet",0.52,Middle tercile
S7_RAIN_rn075_E11,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,11,midrange,0.06,Low tercile
S7_RAIN_rn075_E12,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,12,"cool,wet",0,Low tercile
S7_RAIN_rn075_E13,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,13,"warm,dry",0.58,Middle tercile
S7_RAIN_rn075_E14,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,14,"warm,dry",0.88,High tercile
S7_RAIN_rn075_E15,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,15,"warm,dry",0.36,Middle tercile
S7_RAIN_rn075_E16,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,16,"warm,dry",0.45,Middle tercile
S7_RAIN_rn075_E17,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,17,"warm,wet",0.33,Low tercile
S7_RAIN_rn075_E18,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,18,"warm,wet",0.21,Low tercile
S7_RAIN_rn075_E19,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,19,"cool,wet",0.61,Middle tercile
S7_RAIN_rn075_E20,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,20,"cool,wet",0.18,Low tercile
S7_RAIN_rn075_E21,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,21,"cool,wet",0.85,High tercile
S7_RAIN_rn075_E22,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,22,"cool,wet",0.48,Middle tercile
S7_RAIN_rn075_E23,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,23,"cool,dry",0.76,High tercile
S7_RAIN_rn075_E24,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,24,"cool,dry",0.55,Middle tercile
S7_RAIN_rn075_E25,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,25,"cool,dry",0.94,High tercile
S7_RAIN_rn075_E26,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,26,midrange,0.82,High tercile
S7_RAIN_rn075_E27,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,27,midrange,0.73,High tercile
S7_RAIN_rn075_E28,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,28,"warm,dry",0.79,High tercile
S7_RAIN_rn075_E29,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,29,midrange,0.91,High tercile
S7_RAIN_rn075_E30,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,30,"cool,wet",0.42,Middle tercile
S7_RAIN_rn075_E31,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,31,"cool,dry",0.39,Middle tercile
S7_RAIN_rn075_E32,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,32,"cool,dry",0.97,High tercile
S7_RAIN_rn075_E33,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,33,"cool,dry",0.7,High tercile
S7_RAIN_rn075_E34,Backcast 30 Apr 2018,Rainfall change,75% of current,Rainfall 75% of current,0.006,0,0,0,0,0.75,34,"cool,dry",0.64,Middle tercile
S7_RAIN_rn150_H,Historical,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,NA,NA,NA,NA
S7_RAIN_rn150_E01,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,1,"warm,wet",0.12,Low tercile
S7_RAIN_rn150_E02,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,2,midrange,0.15,Low tercile
S7_RAIN_rn150_E03,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,3,"warm,dry",0.24,Low tercile
S7_RAIN_rn150_E04,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,4,midrange,0.27,Low tercile
S7_RAIN_rn150_E05,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,5,"cool,wet",0.03,Low tercile
S7_RAIN_rn150_E06,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,6,midrange,0.67,Middle tercile
S7_RAIN_rn150_E07,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,7,"warm,wet",0.3,Low tercile
S7_RAIN_rn150_E08,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,8,midrange,0.09,Low tercile
S7_RAIN_rn150_E09,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,9,"warm,dry",1,High tercile
S7_RAIN_rn150_E10,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,10,"cool,wet",0.52,Middle tercile
S7_RAIN_rn150_E11,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,11,midrange,0.06,Low tercile
S7_RAIN_rn150_E12,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,12,"cool,wet",0,Low tercile
S7_RAIN_rn150_E13,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,13,"warm,dry",0.58,Middle tercile
S7_RAIN_rn150_E14,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,14,"warm,dry",0.88,High tercile
S7_RAIN_rn150_E15,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,15,"warm,dry",0.36,Middle tercile
S7_RAIN_rn150_E16,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,16,"warm,dry",0.45,Middle tercile
S7_RAIN_rn150_E17,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,17,"warm,wet",0.33,Low tercile
S7_RAIN_rn150_E18,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,18,"warm,wet",0.21,Low tercile
S7_RAIN_rn150_E19,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,19,"cool,wet",0.61,Middle tercile
S7_RAIN_rn150_E20,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,20,"cool,wet",0.18,Low tercile
S7_RAIN_rn150_E21,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,21,"cool,wet",0.85,High tercile
S7_RAIN_rn150_E22,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,22,"cool,wet",0.48,Middle tercile
S7_RAIN_rn150_E23,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,23,"cool,dry",0.76,High tercile
S7_RAIN_rn150_E24,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,24,"cool,dry",0.55,Middle tercile
S7_RAIN_rn150_E25,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,25,"cool,dry",0.94,High tercile
S7_RAIN_rn150_E26,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,26,midrange,0.82,High tercile
S7_RAIN_rn150_E27,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,27,midrange,0.73,High tercile
S7_RAIN_rn150_E28,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,28,"warm,dry",0.79,High tercile
S7_RAIN_rn150_E29,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,29,midrange,0.91,High tercile
S7_RAIN_rn150_E30,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,30,"cool,wet",0.42,Middle tercile
S7_RAIN_rn150_E31,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,31,"cool,dry",0.39,Middle tercile
S7_RAIN_rn150_E32,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,32,"cool,dry",0.97,High tercile
S7_RAIN_rn150_E33,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,33,"cool,dry",0.7,High tercile
S7_RAIN_rn150_E34,Backcast 30 Apr 2018,Rainfall change,150% of current,Rainfall 150% of current,0.006,0,0,0,0,1.5,34,"cool,dry",0.64,Middle tercile
